Index,x,y,f090w,e_f090w,f187n,e_f187n,f200w,e_f200w,f335m,e_f335m,f444w,e_f444w,f470n,e_f470n,f090w-f444w,e_f090w-f444w,f090w-f187n,e_f090w-f187n,δ_f090w-f187n,e_δ_f090w-f187n,f187n-f200w,e_f187n-f200w,δ_f187n-f200w,e_δ_f187n-f200w,f200w-f335m,e_f200w-f335m,δ_f200w-f335m,e_δ_f200w-f335m,f335m-f444w,e_f335m-f444w,δ_f335m-f444w,e_δ_f335m-f444w,f444w-f470n,e_f444w-f470n,δ_f444w-f470n,e_δ_f444w-f470n,(f090w-f200w)-(f200w-f444w),e_δ_(f090w-f200w)-(f200w-f444w),δ_(f090w-f200w)-(f200w-f444w),RA,DEC
2261.0,7641.376,6459.213,15.7240347266881,0.089,10.85409090909091,0.0276,16.674521276595744,0.027,11.75338947368421,0.0125,12.944625,0.0064,5.604285714285714,0.01,2.7794097266880993,0.089229815644772,4.869943817597189,0.09318132860181808,0.13979834074307718,0.09318132860181808,-5.820430367504834,0.03861036130367081,-0.05139170474278387,0.03861036130367081,4.921131802911534,0.02975315109362368,-0.08375524976385673,0.02975315109362368,-1.1912355263157899,0.01404314779527724,-0.004651386236436128,0.01404314779527724,7.340339285714286,0.011872657663724664,-0.012501529298089231,0.011872657663724664,-4.680382826503388,0.09705647840304117,0.1768132720005875,159.2513069722582,-58.62039202838705
2262.0,7649.27,1006.484,13.386034726688099,0.0713,11.15209090909091,0.0152,17.045521276595746,0.0183,11.944389473684213,0.0385,13.741625,0.0108,6.538285714285715,0.0154,-0.3555902733119023,0.07211331361128817,2.233943817597188,0.07290219475434193,-0.10799611033391932,0.07290219475434193,-5.893430367504836,0.023789283301520456,0.07348906431421387,0.023789283301520456,5.101131802911533,0.0426279251195739,0.5954024995114651,0.0426279251195739,-1.797235526315788,0.039986122592719595,-0.5608954534917587,0.039986122592719595,7.203339285714286,0.018809572031282373,-0.20307179585955115,0.018809572031282373,-6.963382826503393,0.07661664310056922,-0.06901409203941267,159.16255368856972,-58.609404344156495
2263.0,7652.815,1767.254,13.961034726688101,0.0683,12.89509090909091,0.0156,,,13.838389473684211,0.0266,13.896625000000002,0.1948,8.112285714285713,0.0204,0.06440972668809941,0.20642657290184324,1.0659438175971907,0.07005890378816956,-1.5959470929647512,0.07005890378816956,,,,,,,,,-0.058235526315790764,0.19660773128236847,1.171438679920435,0.19660773128236847,5.784339285714289,0.19586525980887984,-1.614894918042701,0.19586525980887984,,,,159.17495118196646,-58.61090162945911
2264.0,7652.867,3961.104,12.147034726688101,0.0965,9.902090909090912,0.0318,16.087521276595748,0.0375,11.44538947368421,0.0252,12.871625,0.0085,5.515285714285712,0.025,-0.7245902733118985,0.09687362902255701,2.244943817597189,0.10160457666857335,0.18410368154888213,0.10160457666857335,-6.185430367504836,0.04916797738365897,-0.1952197064092207,0.04916797738365897,4.642131802911537,0.04518063744570233,0.1951550384213867,0.04518063744570233,-1.4262355263157893,0.026594924327773526,-0.18403901356104702,0.026594924327773526,7.356339285714288,0.026405491853021792,-0.056377195655778145,0.026405491853021792,-7.156382826503394,0.11044002897500525,-0.022232049720678937,159.21066896162944,-58.6152989524054
2265.0,7655.112,5949.417,15.729034726688099,0.092,11.40609090909091,0.0175,17.165521276595747,0.0215,12.339389473684212,0.0136,13.666625000000002,0.0151,6.436285714285715,0.0103,2.062409726688097,0.09323094979672791,4.322943817597189,0.09364961291964852,0.13900037537714383,0.09364961291964852,-5.759430367504837,0.02772183255125822,0.054865236697043684,0.02772183255125822,4.826131802911535,0.025440322325002093,-0.06459381236978601,0.025440322325002093,-1.3272355263157891,0.020321663317750347,-0.1292717997043995,0.020321663317750347,7.230339285714287,0.01827840255602223,-0.1347534849997052,0.01827840255602223,-4.935382826503394,0.09806380575931163,0.38773122414837324,159.24305661230872,-58.61925710672632
2266.0,7655.916,3397.604,12.5910347266881,0.0634,10.27009090909091,0.0253,16.280521276595746,0.0356,11.54138947368421,0.0336,12.987625,0.0072,5.4982857142857124,0.0161,-0.3965902733118991,0.06380752306742521,2.3209438175971897,0.06826162904589958,0.010237199875279934,0.06826162904589958,-6.010430367504835,0.043674363189404375,-0.04092302132172243,0.043674363189404375,4.739131802911535,0.04895222160433579,0.2399305593903458,0.04895222160433579,-1.4462355263157889,0.03436277055186324,-0.20924473794390264,0.03436277055186324,7.489339285714287,0.017636609651517494,0.0822276041630916,0.017636609651517494,-6.982382826503391,0.08127804131498248,-0.06137164289288677,159.2015056159837,-58.614144458192506
2267.0,7661.239,2425.345,12.819034726688102,0.126,10.277090909090912,0.0156,16.257521276595746,0.038,11.57338947368421,0.0159,12.833625,0.0068,5.355285714285715,0.0189,-0.014590273311897661,0.1261833586492292,2.54194381759719,0.12696204157148705,-0.05976583670800206,0.12696204157148705,-5.980430367504834,0.04107748775180878,-0.0350348088112824,0.04107748775180878,4.684131802911535,0.04119235365938684,0.12410814783590496,0.04119235365938684,-1.260235526315789,0.017293062192682937,-0.02930750231661916,0.017293062192682937,7.478339285714284,0.02008606482116395,0.07775514541555406,0.02008606482116395,-6.86238282650339,0.13715042836243715,-0.1896012910385716,159.18569690687178,-58.612150442107364
2268.0,7667.368,8280.351,15.1340347266881,0.111,10.68809090909091,0.0358,16.539521276595746,0.0342,11.522389473684212,0.009,12.645625,0.0065,5.249285714285714,0.011,2.488409726688099,0.11119015244166185,4.44594381759719,0.11663035625427885,-0.0625213355769878,0.11663035625427885,-5.851430367504836,0.04951040294725948,-0.06402382474419355,0.04951040294725948,5.017131802911534,0.0353643888678993,0.05857805327892507,0.0353643888678993,-1.1232355263157885,0.011101801655587258,0.06796710704225761,0.011101801655587258,7.396339285714287,0.012776932339180636,0.03852591964309671,0.012776932339180636,-5.2993828265033915,0.1212539896250841,-0.2530903206423627,159.2810713933629,-58.62380532232396
2269.0,7668.404,5145.734,13.519034726688101,0.0644,9.937090909090909,0.0175,15.793521276595747,0.0437,11.078389473684213,0.0106,12.250625000000001,0.0087,4.875285714285715,0.0148,1.2684097266881,0.06498499826883125,3.5819438175971925,0.06673537292920449,0.0028600901601958384,0.06673537292920449,-5.856430367504839,0.047073771890512456,0.007982407552307613,0.047073771890512456,4.715131802911534,0.04496721027593329,-0.049172360081237265,0.04496721027593329,-1.172235526315788,0.013713132391981053,0.0383298623687347,0.013713132391981053,7.375339285714286,0.017167702234137217,-0.003321201634411075,0.017167702234137217,-5.817382826503392,0.08967959634164284,0.021684995425006015,159.2300190605628,-58.617537770614504
2270.0,7670.86,5363.921,17.151034726688103,0.0542,12.346090909090911,0.0216,16.154521276595744,0.2318,12.818389473684212,0.0274,14.096625000000001,0.0204,7.033285714285713,0.0094,3.0544097266881014,0.05791200221024999,4.8049438175971915,0.05834552253600956,-0.13469337407472892,0.05834552253600956,-3.808430367504833,0.2328042095839334,1.9432503330592343,0.2328042095839334,3.3361318029115328,0.23341379565055703,-1.712541017244149,0.23341379565055703,-1.2782355263157896,0.03416021077218348,-0.09601594174035477,0.03416021077218348,7.063339285714289,0.022461522655421205,-0.2848023831084854,0.022461522655421205,-1.061382826503385,0.3328907929036188,3.61711391796901,159.23358170469965,-58.61795324271654
2271.0,7670.955,5439.541,12.5440347266881,0.1153,9.367090909090912,0.023,15.200521276595747,0.0342,10.484389473684212,0.0201,11.724625000000001,0.0142,4.361285714285712,0.0199,0.8194097266880984,0.11617112377867402,3.176943817597188,0.11757163773631803,-0.060097073646369736,0.11757163773631803,-5.833430367504835,0.04121456053386958,0.05932322583192562,0.04121456053386958,4.716131802911535,0.03966925761846319,0.023317856641130952,0.03966925761846319,-1.2402355263157894,0.02460995733437992,-0.02254400882668639,0.02460995733437992,7.363339285714289,0.0244468811916776,-0.02299362577670294,0.0244468811916776,-6.1323828265033935,0.1258372361425663,-0.0015476956288882349,159.23481357458175,-58.6181036285247
2272.0,7672.381,6297.833,17.1720347266881,0.053,12.66109090909091,0.0226,16.082521276595745,0.1958,13.133389473684213,0.0287,14.523625000000001,0.0231,7.477285714285715,0.0079,2.648409726688099,0.05781530939119845,4.510943817597189,0.05761735849550897,-0.11940742419825767,0.05761735849550897,-3.4214303675048345,0.19709997463216478,2.355876997249709,0.19709997463216478,2.9491318029115323,0.1978922181390668,-2.034897302345973,0.1978922181390668,-1.390235526315788,0.036841552627434146,-0.20157227070547656,0.036841552627434146,7.046339285714286,0.024413520843991347,-0.30874003166477326,0.024413520843991347,-0.4693828265033897,0.28287433605755047,4.4729391461029016,159.24879745557143,-58.61980674285974
2273.0,7675.223,2743.44,12.304034726688101,0.1085,9.42109090909091,0.039,15.754521276595746,0.0402,11.045389473684212,0.0124,12.252625,0.0087,4.745285714285712,0.0182,0.05140972668810129,0.10884824298076658,2.882943817597191,0.11529635727116447,0.2309561517357257,0.11529635727116447,-6.333430367504835,0.056009284944551825,-0.3922007197388,0.056009284944551825,4.709131802911534,0.04206899095533431,0.13859956364063386,0.04206899095533431,-1.2072355263157881,0.015147607071745688,0.0226450043624411,0.015147607071745688,7.507339285714288,0.020172506041639945,0.10788294050106195,0.020172506041639945,-6.95238282650339,0.12280073289683575,-0.3224891360061495,159.19092939363875,-58.61266969985423
2274.0,7676.22,3746.291,11.6720347266881,0.1451,9.54509090909091,0.0249,15.914521276595746,0.0448,11.332389473684211,0.0132,12.667625,0.0073,5.2802857142857125,0.0245,-0.9955902733118993,0.14528351592661848,2.1269438175971906,0.14722099035124034,0.27254824415115975,0.14722099035124034,-6.369430367504837,0.051254755876893994,-0.3621142236613917,0.051254755876893994,4.582131802911535,0.04670417540220574,0.17830392201105294,0.04670417540220574,-1.3352355263157882,0.01508409758653132,-0.08873794250082034,0.01508409758653132,7.387339285714287,0.025564428411368797,-0.030007990628077685,0.025564428411368797,-7.489382826503393,0.15849725549674354,-0.17913195902046652,159.2072610495602,-58.61467075191688
2275.0,7677.014,7580.381,14.052034726688099,0.0729,9.08609090909091,0.0319,15.094521276595746,0.0351,10.13138947368421,0.0176,11.386625,0.0138,4.011285714285712,0.0229,2.6654097266880985,0.0741946763588871,4.965943817597189,0.07957399072561336,0.322642178885733,0.07957399072561336,-6.008430367504836,0.04743015918168523,-0.23219604041344066,0.04743015918168523,4.963131802911535,0.039265379152632666,-0.02360405888111572,0.039265379152632666,-1.25523552631579,0.022365151463828722,-0.06684207959117527,0.022365151463828722,7.375339285714288,0.026736678926149372,0.020550461008768117,0.026736678926149372,-4.750382826503392,0.0892685274886956,0.18089227694458376,159.26970572875342,-58.62232766101348
2276.0,7680.273,2436.479,11.1250347266881,0.1787,9.26009090909091,0.0277,15.367521276595745,0.0376,10.796389473684213,0.0254,12.155624999999999,0.0094,4.769285714285713,0.0264,-1.0305902733118995,0.17894705921025916,1.8649438175971902,0.18083412288614115,0.03721082603706205,0.18083412288614115,-6.107430367504836,0.046701713030680145,-0.09790502847255667,0.046701713030680145,4.571131802911532,0.04537532369030551,0.1728766560539965,0.04537532369030551,-1.3592355263157856,0.027083574357901874,-0.11218245361850077,0.027083574357901874,7.3863392857142856,0.028023561515267824,-0.03160606377948305,0.028023561515267824,-7.454382826503393,0.1866803953284865,-0.12138840487099234,159.18595145825526,-58.61201138068249
2277.0,7682.91,5402.925,13.552034726688099,0.0956,9.803090909090912,0.0175,15.611521276595745,0.0523,11.04738947368421,0.0555,12.331625,0.0476,4.944285714285714,0.0533,1.2204097266880982,0.10679475642558488,3.748943817597187,0.09718852812961003,0.20642591674657274,0.09718852812961003,-5.808430367504833,0.05515015865797668,0.05901216095414252,0.05515015865797668,4.564131802911534,0.07625968790914371,-0.19252975339376732,0.07625968790914371,-1.2842355263157899,0.07311641402585332,-0.07290832430694683,0.07311641402585332,7.387339285714287,0.07146082843068642,0.007858583757950122,0.07146082843068642,-5.339382826503391,0.1299065048409817,0.5308761554014296,159.23426316591835,-58.617929037131205
2278.0,7685.568,2956.92,18.276034726688103,0.1343,10.86709090909091,0.1906,17.111521276595745,0.2888,13.593389473684212,0.0256,15.167625000000001,0.0158,7.733285714285712,0.0178,3.1084097266881017,0.13522621787212716,7.4089438175971924,0.2331627114270204,2.428170071015593,0.2331627114270204,-6.244430367504835,0.3460257215872832,-0.49615813951782606,0.3460257215872832,3.518131802911533,0.2899324059155858,-1.5391389497675512,0.2899324059155858,-1.574235526315789,0.030083217912982647,-0.39287298173021457,0.030083217912982647,7.434339285714289,0.023800840321299584,0.08712035832510967,0.023800840321299584,-0.7793828265033866,0.4302290204065737,3.864023862995534,159.19444480356458,-58.61300992451618
2279.0,7686.606,5426.92,12.825034726688099,0.0793,8.105090909090912,0.0426,13.984521276595746,0.0428,11.540389473684213,0.0136,13.731625,0.0082,6.796285714285714,0.0102,-0.9065902733119007,0.0797228323631317,4.719943817597187,0.09001805374479055,2.7977491073555756,0.09001805374479055,-5.879430367504835,0.060387084711881894,0.12226810857271797,0.060387084711881894,2.4441318029115333,0.04490879646572595,-1.9738667445552975,0.04490879646572595,-2.1912355263157863,0.015880806024884255,-0.9461504713729958,0.015880806024884255,6.935339285714285,0.01308739851918631,-0.48048717604308067,0.01308739851918631,-1.4123828265033946,0.10009700295213637,5.840034431856585,159.23466812477275,-58.617945666964594
2280.0,7692.819,5190.114,16.5390347266881,0.0737,11.58409090909091,0.0225,17.279521276595744,0.0175,12.034389473684213,0.0324,13.300625000000002,0.0099,5.980285714285715,0.0112,3.238409726688099,0.07436195263708452,4.95494381759719,0.07705803008123163,-0.12486237598918848,0.07705803008123163,-5.695430367504834,0.02850438562747845,0.04463627835222006,0.02850438562747845,5.245131802911532,0.03682404106015525,0.16716232378721863,0.03682404106015525,-1.2662355263157892,0.03387875440449368,-0.0869362261502491,0.03387875440449368,7.320339285714287,0.01494824404403407,-0.024658227112535513,0.01494824404403407,-4.719382826503386,0.07837218894480363,-0.16045219527393684,159.23083554852806,-58.61741947465021
2281.0,7693.676,6841.254,13.316034726688102,0.0625,9.93509090909091,0.0164,15.841521276595746,0.039,11.080389473684212,0.012,12.325625,0.0075,4.961285714285713,0.0145,0.9904097266881013,0.06294839156007086,3.380943817597192,0.06461586492495477,0.013637169139650407,0.06461586492495477,-5.906430367504836,0.04230791888051219,-0.02447027066209273,0.04230791888051219,4.7611318029115335,0.04080441152620633,0.04109107031702042,0.04080441152620633,-1.2452355263157884,0.014150971698084906,-0.03025796879457676,0.014150971698084906,7.364339285714287,0.01632482771731451,-0.019071611236989305,0.01632482771731451,-6.041382826503389,0.08369289097647421,-0.021666203044886423,159.25773013099564,-58.620711322347134
2282.0,7693.685,6320.939,16.1870347266881,0.0767,12.18709090909091,0.0196,17.776521276595744,0.0453,13.768389473684211,0.0285,15.385625000000001,0.0094,8.249285714285714,0.0117,0.8014097266880995,0.07727386362800814,3.99994381759719,0.07916470173000086,0.7766151113235247,0.07916470173000086,-5.589430367504834,0.04935838327984417,0.3044593833576137,0.04935838327984417,4.008131802911533,0.05351952914591084,-0.6818161658510702,0.05351952914591084,-1.61723552631579,0.030010164944565033,-0.39925832883006684,0.030010164944565033,7.136339285714287,0.015008331019803634,-0.2503012062545702,0.015008331019803634,-3.980382826503387,0.10037644145913921,2.162148989362275,159.24925550791528,-58.619672218794335
